map_link,name,rating,speciality,contact,website_href
https://www.google.com/maps/place/Jeevak+Hospital/data=!4m7!3m6!1s0x390c7b8e47d3358b:0xa567af5057c80d21!8m2!3d28.9603512!4d77.746306!16s%2Fg%2F11t1h43r26!19sChIJizXTR457DDkRIQ3IV1CvZ6U?authuser=0&hl=en&rclk=1,Jeevak Hospital,4.5,Hospital,095208 87971,http://www.d2dnews.com/business-detail.aspx?i=85be8a90-275c-4ea6-baf4-2d7341794f39
https://www.google.com/maps/place/Sirohi+Hospital-Best+Maternity+Hospital+in+Meerut%2FTrauma+Center+in+Meerut/data=!4m7!3m6!1s0x390c6424e87922e3:0xf5577e718eba9eba!8m2!3d28.9711067!4d77.6633961!16s%2Fg%2F11b7q2glr9!19sChIJ4yJ56CRkDDkRup66jnF-V_U?authuser=0&hl=en&rclk=1,Sirohi Hospital-Best Maternity Hospital in Meerut/Trauma Center in Meerut,3.7,Hospital,080579 07150,http://sirohihospital.in/
https://www.google.com/maps/place/Reeta+Multi+Speciality+Hospital+%26+Trauma+Centre/data=!4m7!3m6!1s0x390c667984cc207d:0x47b9d384df1dfe51!8m2!3d28.9954495!4d77.6463078!16s%2Fg%2F126228f3y!19sChIJfSDMhHlmDDkRUf4d34TTuUc?authuser=0&hl=en&rclk=1,Reeta Multi Speciality Hospital & Trauma Centre,3.5,Hospital,099270 73377,
https://www.google.com/maps/place/Mimhans+neuro+Hospital/data=!4m7!3m6!1s0x390c657d9fd65657:0x58b4f14e0df2f38a!8m2!3d28.9676695!4d77.7363369!16s%2Fg%2F11tgdvkgk3!19sChIJV1bWn31lDDkRivPyDU7xtFg?authuser=0&hl=en&rclk=1,Mimhans neuro Hospital,3,Hospital,,
https://www.google.com/maps/place/Apusnova+Multispeciality+Hospital+%26+Trauma+Center/data=!4m7!3m6!1s0x390c7acc7fa8b8b7:0xd97a6562fee4f54!8m2!3d29.0111687!4d77.7482298!16s%2Fg%2F11b6js2zx1!19sChIJt7iof8x6DDkRVE_uL1amlw0?authuser=0&hl=en&rclk=1,Apusnova Multispeciality Hospital & Trauma Center,2.9,Hospital,091526 17880,https://apusnovahospital.org/
https://www.google.com/maps/place/Bharat+Hospital+%26+Trauma+Centre/data=!4m7!3m6!1s0x390c64b73b90393d:0x3edc35176107f3c3!8m2!3d28.9649105!4d77.7373718!16s%2Fg%2F11b8_nglsj!19sChIJPTmQO7dkDDkRw_MHYRc13D4?authuser=0&hl=en&rclk=1,Bharat Hospital & Trauma Centre,3.7,Hospital,0121 402 7308,
"https://www.google.com/maps/place/J+P+Healthcare+Hospital,+Rohta+Road,+Meerut/data=!4m7!3m6!1s0x390c651e1ff747a9:0xe8014e435473b69a!8m2!3d28.9868653!4d77.6680448!16s%2Fg%2F11qq6v4h01!19sChIJqUf3Hx5lDDkRmrZzVENOAeg?authuser=0&hl=en&rclk=1","J P Healthcare Hospital, Rohta Road, Meerut",4.5,Hospital,0121 268 2055,
https://www.google.com/maps/place/silver+cross+hospital/data=!4m7!3m6!1s0x390c7beafaf03229:0x47cfcf33912e7acf!8m2!3d28.9612006!4d77.7456659!16s%2Fg%2F11g0hblhs2!19sChIJKTLw-up7DDkRz3oukTPPz0c?authuser=0&hl=en&rclk=1,silver cross hospital,3.7,Hospital,098376 51754,
https://www.google.com/maps/place/Bhupal+Hospital+%26+Research+Centre/data=!4m7!3m6!1s0x390c64fc39d4176d:0x3988384df12c011e!8m2!3d28.9862469!4d77.7063482!16s%2Fg%2F11j007wh07!19sChIJbRfUOfxkDDkRHgEs8U04iDk?authuser=0&hl=en&rclk=1,Bhupal Hospital & Research Centre,3,Hospital,,
https://www.google.com/maps/place/GREEN+HOSPITAL+AND+TRUMA+CENTER/data=!4m7!3m6!1s0x390c6496b38153a7:0x53208527cec717d7!8m2!3d28.9613351!4d77.716726!16s%2Fg%2F1hhl841k6!19sChIJp1OBs5ZkDDkR1xfHzieFIFM?authuser=0&hl=en&rclk=1,GREEN HOSPITAL AND TRUMA CENTER,4,Hospital,090128 88888,
https://www.google.com/maps/place/My+City+Hospital/data=!4m7!3m6!1s0x390c64938fd110c9:0x239d661544242775!8m2!3d28.9646766!4d77.7158319!16s%2Fg%2F1v_z78hv!19sChIJyRDRj5NkDDkRdSckRBVmnSM?authuser=0&hl=en&rclk=1,My City Hospital,4,Hospital,098370 39344,
https://www.google.com/maps/place/Aayushman+Hospital/data=!4m7!3m6!1s0x390c7b5293141641:0xdc24847557b2ff22!8m2!3d28.9598677!4d77.7472876!16s%2Fg%2F11fx_9drzw!19sChIJQRYUk1J7DDkRIv-yV3WEJNw?authuser=0&hl=en&rclk=1,Aayushman Hospital,3.6,Hospital,097197 70675,http://aayushmanhospitalmeerut.in/
https://www.google.com/maps/place/Indian+Hospital/data=!4m7!3m6!1s0x390c7bc87dfe1cd1:0x37f8492aaed059a6!8m2!3d28.9601635!4d77.7473017!16s%2Fg%2F11rr7fpy3s!19sChIJ0Rz-fch7DDkRplnQripJ-Dc?authuser=0&hl=en&rclk=1,Indian Hospital,3.8,Hospital,073106 32012,http://www.d2dnews.com/business-detail.aspx?i=81ac6781-a35a-4f18-b0f6-0de607811599
https://www.google.com/maps/place/BRAIN+WAVES+ORTHO+NEURO+REHAB+HOSPITAL/data=!4m7!3m6!1s0x390c659d95f020e9:0x3a86334756b50326!8m2!3d28.9673233!4d77.7369611!16s%2Fg%2F11kpdxrr1y!19sChIJ6SDwlZ1lDDkRJgO1Vkczhjo?authuser=0&hl=en&rclk=1,BRAIN WAVES ORTHO NEURO REHAB HOSPITAL,4.9,Hospital,082794 56223,
https://www.google.com/maps/place/Yug+Hospital/data=!4m7!3m6!1s0x390c658ef0fe0639:0x232b7b2be26848ee!8m2!3d28.9729814!4d77.7145845!16s%2Fg%2F11fr9n8rlg!19sChIJOQb-8I5lDDkR7kho4it7KyM?authuser=0&hl=en&rclk=1,Yug Hospital,3.7,Hospital,,
https://www.google.com/maps/place/SHUBHAM+HOSPITAL+AND+CHILD+CARE+CENTER/data=!4m7!3m6!1s0x390c65bb08498419:0x9831502dff7e4bc4!8m2!3d28.9988528!4d77.69613!16s%2Fg%2F1tgll8jl!19sChIJGYRJCLtlDDkRxEt-_y1QMZg?authuser=0&hl=en&rclk=1,SHUBHAM HOSPITAL AND CHILD CARE CENTER,4.2,Private hospital,092592 80612,http://www.shubhamhospitalmeerut.com/
https://www.google.com/maps/place/MANGAL+HOSPITAL/data=!4m7!3m6!1s0x390c653996f136b3:0xa1a3320cf99f1849!8m2!3d29.0330833!4d77.6810312!16s%2Fg%2F11qm6h02mq!19sChIJszbxljllDDkRSRif-Qwyo6E?authuser=0&hl=en&rclk=1,MANGAL HOSPITAL,3.3,Hospital,094571 30279,
https://www.google.com/maps/place/Vinod+Hospital/data=!4m7!3m6!1s0x390c64b8b67ba927:0x104ea8850a26e1a9!8m2!3d28.9681159!4d77.728426!16s%2Fg%2F1hm6cqm0j!19sChIJJ6l7trhkDDkRqeEmCoWoThA?authuser=0&hl=en&rclk=1,Vinod Hospital,3.8,Hospital,098374 55546,
https://www.google.com/maps/place/Sahara+Hospital/data=!4m7!3m6!1s0x390c64b725a14eff:0x9bd932adb8294fcc!8m2!3d28.9637766!4d77.7459265!16s%2Fg%2F11b7018nsy!19sChIJ_06hJbdkDDkRzE8puK0y2Zs?authuser=0&hl=en&rclk=1,Sahara Hospital,3.8,Hospital,092598 82404,
https://www.google.com/maps/place/Mangalam+Hospital/data=!4m7!3m6!1s0x390c6444635d6b21:0xa98240cf61ce0597!8m2!3d28.9718558!4d77.6847911!16s%2Fg%2F11bw677h31!19sChIJIWtdY0RkDDkRlwXOYc9Agqk?authuser=0&hl=en&rclk=1,Mangalam Hospital,3.8,Hospital,090273 40438,http://www.mangalamhospital.co.in/
https://www.google.com/maps/place/Mediverve+Hospital/data=!4m7!3m6!1s0x390c7b32db168315:0x3614445dfc4aea6c!8m2!3d28.9594519!4d77.7485801!16s%2Fg%2F11h2z8rpy8!19sChIJFYMW2zJ7DDkRbOpK_F1EFDY?authuser=0&hl=en&rclk=1,Mediverve Hospital,2.9,Hospital,078306 66616,
https://www.google.com/maps/place/SVBP+Hospital/data=!4m7!3m6!1s0x390c7b51b3677d39:0x9c00f22d5aa8409!8m2!3d28.9584203!4d77.7534145!16s%2Fg%2F1trvjt7_!19sChIJOX1ns1F7DDkRCYSq1SIPwAk?authuser=0&hl=en&rclk=1,SVBP Hospital,3.9,Hospital,,
https://www.google.com/maps/place/Dr+Darshan+Hospital+and+surgical+centre/data=!4m7!3m6!1s0x390c67dae3f2d6dd:0x7ac59c94ff5a2713!8m2!3d28.9981722!4d77.6485264!16s%2Fg%2F11j4xy2hgy!19sChIJ3dby49pnDDkREyda_5ScxXo?authuser=0&hl=en&rclk=1,Dr Darshan Hospital and surgical centre,4.2,Hospital,088649 52277,
https://www.google.com/maps/place/Rajeev+Hospital/data=!4m7!3m6!1s0x390c64af61b2a709:0xe894aa268a002f9d!8m2!3d28.9543063!4d77.7338964!16s%2Fg%2F11gf5_ft7x!19sChIJCaeyYa9kDDkRnS8AiiaqlOg?authuser=0&hl=en&rclk=1,Rajeev Hospital,4.1,Hospital,099276 71888,
https://www.google.com/maps/place/Hiralal+Hospital/data=!4m7!3m6!1s0x390c64fb5657f4db:0x53a35105cb641c81!8m2!3d28.9847604!4d77.7103922!16s%2Fg%2F124yc7gt6!19sChIJ2_RXVvtkDDkRgRxkywVRo1M?authuser=0&hl=en&rclk=1,Hiralal Hospital,3.9,Hospital,0121 264 2235,
"https://www.google.com/maps/place/St.+Luke%27s+Hospital,+Raza+Road+Meerut/data=!4m7!3m6!1s0x390c653873256b11:0xb0eb1fbbbe09b98c!8m2!3d28.9819482!4d77.7257951!16s%2Fg%2F11fm31k9_7!19sChIJEWslczhlDDkRjLkJvrsf67A?authuser=0&hl=en&rclk=1","St. Luke's Hospital, Raza Road Meerut",4.5,Medical Center,,
https://www.google.com/maps/place/Aastha+Hospital/data=!4m7!3m6!1s0x390c6424e9871ca9:0x4e2267206466dd7!8m2!3d28.9708201!4d77.6631934!16s%2Fg%2F11btvg9mt2!19sChIJqRyH6SRkDDkR121GBnIm4gQ?authuser=0&hl=en&rclk=1,Aastha Hospital,4.1,General hospital,0121 268 8734,http://www.d2dnews.com/business-detail.aspx?i=de9cfd2f-e493-4fd0-9836-e9e9df286105
https://www.google.com/maps/place/New+Meerut+Hospital/data=!4m7!3m6!1s0x390c64930cf25069:0x74f06722e9be4c8e!8m2!3d28.9657369!4d77.7150156!16s%2Fg%2F124t5vx0c!19sChIJaVDyDJNkDDkRjky-6SJn8HQ?authuser=0&hl=en&rclk=1,New Meerut Hospital,3.6,Hospital,,
https://www.google.com/maps/place/Muskan+Hospital/data=!4m7!3m6!1s0x390c64edcd24e97d:0xd5bb4fcc957c3ec4!8m2!3d28.9729172!4d77.7136925!16s%2Fg%2F11f0wjzlxd!19sChIJfekkze1kDDkRxD58lcxPu9U?authuser=0&hl=en&rclk=1,Muskan Hospital,3.5,Hospital,084395 59975,
https://www.google.com/maps/place/Meerut+Multispeciality+Hospital+%26+Trauma+Center/data=!4m7!3m6!1s0x390c7b59c5f95955:0xc0e7d572a25838c2!8m2!3d28.952741!4d77.7577126!16s%2Fg%2F11fzfb083x!19sChIJVVn5xVl7DDkRwjhYonLV58A?authuser=0&hl=en&rclk=1,Meerut Multispeciality Hospital & Trauma Center,4.7,Hospital,,
https://www.google.com/maps/place/Aysha+Hospital/data=!4m7!3m6!1s0x390c65b8f619e5e7:0xc8a8f5e9e4a712bc!8m2!3d28.9749832!4d77.6928762!16s%2Fg%2F11sthhs8nl!19sChIJ5-UZ9rhlDDkRvBKn5On1qMg?authuser=0&hl=en&rclk=1,Aysha Hospital,5,Hospital,097205 35436,
https://www.google.com/maps/place/Ganpati+Hospital+%26+Trama+Center/data=!4m7!3m6!1s0x390c6554635d22b7:0xe852c6bc049eb430!8m2!3d28.9705602!4d77.6610838!16s%2Fg%2F11h1pk5fxj!19sChIJtyJdY1RlDDkRMLSeBLzGUug?authuser=0&hl=en&rclk=1,Ganpati Hospital & Trama Center,4,Hospital,070553 80196,
https://www.google.com/maps/place/Bhupal+Hospital/data=!4m7!3m6!1s0x390c65021165ba3b:0x4620d9293ebfc4f0!8m2!3d28.9911791!4d77.7060286!16s%2Fg%2F124ymfc3g!19sChIJO7plEQJlDDkR8MS_PinZIEY?authuser=0&hl=en&rclk=1,Bhupal Hospital,3.8,Hospital,0121 264 0309,
https://www.google.com/maps/place/Kailash+Hospital+%26+Maternity+Home/data=!4m7!3m6!1s0x390c643b30a01b8d:0xc56de8d02c91197e!8m2!3d28.9716022!4d77.679275!16s%2Fg%2F11fyzcypbb!19sChIJjRugMDtkDDkRfhmRLNDobcU?authuser=0&hl=en&rclk=1,Kailash Hospital & Maternity Home,3.9,Hospital,098370 39620,http://www.d2dnews.com/business-detail.aspx?i=7448bc71-b92e-4abb-b3d1-af7f9fed9cb2
https://www.google.com/maps/place/Sarvhit+Hospital/data=!4m7!3m6!1s0x390c6f9bb62c8599:0x2674c4d9187b97e0!8m2!3d29.0519732!4d77.7074913!16s%2Fg%2F1v76y02s!19sChIJmYUstptvDDkR4Jd7GNnEdCY?authuser=0&hl=en&rclk=1,Sarvhit Hospital,3.8,General hospital,099273 97281,
https://www.google.com/maps/place/Jeevan+Prakash+Hospital/data=!4m7!3m6!1s0x390c650b9dabb0a7:0xfd8ce14aa268622b!8m2!3d28.9708289!4d77.6629484!16s%2Fg%2F11s5yjfhdz!19sChIJp7CrnQtlDDkRK2JookrhjP0?authuser=0&hl=en&rclk=1,Jeevan Prakash Hospital,4.7,Hospital,087914 21012,
https://www.google.com/maps/place/Ashutosh+Nursing+Home/data=!4m7!3m6!1s0x390c658ba0e78469:0x83a9a7c8fbcf658c!8m2!3d29.0297261!4d77.679699!16s%2Fg%2F11b7cfd2xy!19sChIJaYTnoItlDDkRjGXP-8inqYM?authuser=0&hl=en&rclk=1,Ashutosh Nursing Home,4.1,Hospital,0121 263 0201,
https://www.google.com/maps/place/Meera+jain+hospital/data=!4m7!3m6!1s0x390c651c1f2ecaf1:0x5b1794d08134a587!8m2!3d28.9955688!4d77.7159232!16s%2Fg%2F11b72ldy67!19sChIJ8couHxxlDDkRh6U0gdCUF1s?authuser=0&hl=en&rclk=1,Meera jain hospital,3.8,Hospital,,
https://www.google.com/maps/place/Capital+Hospital/data=!4m7!3m6!1s0x390c654e38e776c5:0x6babfa70cd738537!8m2!3d28.9483545!4d77.7229042!16s%2Fg%2F11fjtq2j_9!19sChIJxXbnOE5lDDkRN4VzzXD6q2s?authuser=0&hl=en&rclk=1,Capital Hospital,3.2,Hospital,0121 270 9999,http://www.capitalhospitl.in/
https://www.google.com/maps/place/Dr+Sapna+Maternity+Hospital/data=!4m7!3m6!1s0x390c64c7bc82a1a1:0x52f56a570cfc9210!8m2!3d28.9714574!4d77.7319858!16s%2Fg%2F11c1q8fh40!19sChIJoaGCvMdkDDkREJL8DFdq9VI?authuser=0&hl=en&rclk=1,Dr Sapna Maternity Hospital,4.2,Hospital,,
https://www.google.com/maps/place/Meerut+Cantt+General+Hospital/data=!4m7!3m6!1s0x390c65016bb8dc95:0xd4698071d261315c!8m2!3d28.9939164!4d77.7044209!16s%2Fg%2F119wkw61y!19sChIJldy4awFlDDkRXDFh0nGAadQ?authuser=0&hl=en&rclk=1,Meerut Cantt General Hospital,3.6,Hospital,,
"https://www.google.com/maps/place/Dr+Ankur+Gupta+-+KANAG+ENT,+Meerut/data=!4m7!3m6!1s0x390c651ea2786a71:0xe6a79892cd7f5ea1!8m2!3d28.9956987!4d77.717043!16s%2Fg%2F11b7hkx4s7!19sChIJcWp4oh5lDDkRoV5_zZKYp-Y?authuser=0&hl=en&rclk=1","Dr Ankur Gupta - KANAG ENT, Meerut",4.5,Hospital,099978 11114,https://kanagent.com/
https://www.google.com/maps/place/Devlok+Hospital/data=!4m7!3m6!1s0x390c64ea4582cd27:0x13c55c9a1483b4a!8m2!3d28.9724953!4d77.7202645!16s%2Fg%2F11f10dsyk3!19sChIJJ82CRepkDDkRSjtIoclVPAE?authuser=0&hl=en&rclk=1,Devlok Hospital,4.5,Private hospital,094122 00001,http://www.d2dnews.com/business-detail.aspx?i=396db0fd-f307-430c-a95a-afa24048c6e3
https://www.google.com/maps/place/Life+Anand+Hospital/data=!4m7!3m6!1s0x390c64efe365190d:0x1a6be9be90abd82f!8m2!3d28.978271!4d77.7113175!16s%2Fg%2F11f0394c8r!19sChIJDRll4-9kDDkRL9irkL7paxo?authuser=0&hl=en&rclk=1,Life Anand Hospital,3.4,Hospital,,
https://www.google.com/maps/place/Shubhkamna+Hospital/data=!4m7!3m6!1s0x390c6498b10c157f:0xa38d6f7543f4cc16!8m2!3d28.9520166!4d77.7214307!16s%2Fg%2F11g8fwbz2h!19sChIJfxUMsZhkDDkRFsz0Q3VvjaM?authuser=0&hl=en&rclk=1,Shubhkamna Hospital,4,Hospital,081263 33662,
https://www.google.com/maps/place/Saras+Hospital/data=!4m7!3m6!1s0x390c64b71198db83:0x7ffa3c79be648847!8m2!3d28.9472697!4d77.7514225!16s%2Fg%2F1hm2q1z9m!19sChIJg9uYEbdkDDkRR4hkvnk8-n8?authuser=0&hl=en&rclk=1,Saras Hospital,2.9,Hospital,098370 21322,
https://www.google.com/maps/place/Subharti+Hospital+%26+Health+Center/data=!4m7!3m6!1s0x390c6428a44bafc7:0xc98194d1c40f2b67!8m2!3d28.9747003!4d77.65848!16s%2Fg%2F11g8nmg237!19sChIJx69LpChkDDkRZysPxNGUgck?authuser=0&hl=en&rclk=1,Subharti Hospital & Health Center,4,Hospital,,
https://www.google.com/maps/place/Sai+Hospital/data=!4m7!3m6!1s0x390c6414d54600eb:0x2a01e7bc1160ad0f!8m2!3d28.9720638!4d77.6766292!16s%2Fg%2F11bbxnr8rf!19sChIJ6wBG1RRkDDkRD61gEbznASo?authuser=0&hl=en&rclk=1,Sai Hospital,4.1,Hospital,0121 405 2555,
https://www.google.com/maps/place/Mahi+Mind+Centre/data=!4m7!3m6!1s0x390c656d8945a75d:0xdaee656481a41663!8m2!3d28.9668031!4d77.7362554!16s%2Fg%2F11k6kj90t9!19sChIJXadFiW1lDDkRYxakgWRl7to?authuser=0&hl=en&rclk=1,Mahi Mind Centre,4.6,Hospital,093689 61390,
https://www.google.com/maps/place/Upadhyay+Nursing+Home/data=!4m7!3m6!1s0x390c65062ef04959:0x4e89cc7a42971416!8m2!3d28.958585!4d77.737333!16s%2Fg%2F11j8m6w4n0!19sChIJWUnwLgZlDDkRFhSXQnrMiU4?authuser=0&hl=en&rclk=1,Upadhyay Nursing Home,4,Hospital,079839 03682,
https://www.google.com/maps/place/Namah+Neurocare+Center/data=!4m7!3m6!1s0x390c6528eb2e89fb:0xaa6a6937087f0606!8m2!3d28.9893978!4d77.7288981!16s%2Fg%2F11vc1s37f6!19sChIJ-4ku6yhlDDkRBgZ_CDdpaqo?authuser=0&hl=en&rclk=1,Namah Neurocare Center,4.9,Hospital,0121 350 0472,http://www.namahneuro.com/
https://www.google.com/maps/place/Dr+Tayal+Bhushan+Hospital/data=!4m7!3m6!1s0x390c654aa910e525:0x1d8a73600f4a155c!8m2!3d28.9591193!4d77.7495238!16s%2Fg%2F11t2v3h707!19sChIJJeUQqUplDDkRXBVKD2Bzih0?authuser=0&hl=en&rclk=1,Dr Tayal Bhushan Hospital,5,Hospital,089410 40509,
https://www.google.com/maps/place/Viraat+Hospital/data=!4m7!3m6!1s0x390c7d17820696e5:0x3990124d7c8ea5de!8m2!3d28.9488235!4d77.7635502!16s%2Fg%2F11k42s15q2!19sChIJ5ZYGghd9DDkR3qWOfE0SkDk?authuser=0&hl=en&rclk=1,Viraat Hospital,3.9,Hospital,,
https://www.google.com/maps/place/Care+Hospital/data=!4m7!3m6!1s0x390c6493ed15d7fd:0x6cdffede1ba70ce5!8m2!3d28.963815!4d77.7157653!16s%2Fg%2F11fz9wq8lq!19sChIJ_dcV7ZNkDDkR5QynG97-32w?authuser=0&hl=en&rclk=1,Care Hospital,4,Hospital,,http://www.carehospitals.com/
https://www.google.com/maps/place/Medical+Hospital/data=!4m7!3m6!1s0x390c6573c9b1cc2d:0xa13103cb2eb65eb7!8m2!3d28.9845678!4d77.7064149!16s%2Fg%2F11flr_f6h5!19sChIJLcyxyXNlDDkRt162LssDMaE?authuser=0&hl=en&rclk=1,Medical Hospital,4.2,Hospital,,
https://www.google.com/maps/place/Military+Hospital/data=!4m7!3m6!1s0x390c6452ea119981:0x7242561d9c89f73!8m2!3d28.9872682!4d77.6894486!16s%2Fg%2F1tgr_9k4!19sChIJgZkR6lJkDDkRc5_I2WElJAc?authuser=0&hl=en&rclk=1,Military Hospital,4.1,Military hospital,,
https://www.google.com/maps/place/Jawahar+Eye+Hospital/data=!4m7!3m6!1s0x390c64ffe4f1a20f:0xf3b3076839c32eaa!8m2!3d28.9891872!4d77.7000543!16s%2Fg%2F1tlmlq62!19sChIJD6Lx5P9kDDkRqi7DOWgHs_M?authuser=0&hl=en&rclk=1,Jawahar Eye Hospital,4.9,Hospital,080575 40005,http://www.jawahareyehospital.com/
https://www.google.com/maps/place/Prakash+Eye+Hospital+Meerut/data=!4m7!3m6!1s0x390c64b8516063a5:0x9e5e1c7927f41dd3!8m2!3d28.9663197!4d77.7311806!16s%2Fg%2F11bx560dg7!19sChIJpWNgUbhkDDkR0x30J3kcXp4?authuser=0&hl=en&rclk=1,Prakash Eye Hospital Meerut,4.8,Eye care center,078955 17715,http://www.prakasheyehospital.in/
https://www.google.com/maps/place/Neelkamal+Hospital+and+Aman+Test+Tube+Baby+Centre/data=!4m7!3m6!1s0x390c6494d0ffd7a7:0xe6d32ce59983e861!8m2!3d28.9679148!4d77.7191277!16s%2Fg%2F1tdzjydz!19sChIJp9f_0JRkDDkRYeiDmeUs0-Y?authuser=0&hl=en&rclk=1,Neelkamal Hospital and Aman Test Tube Baby Centre,4.6,Hospital,098972 05665,http://amanivf.com/
https://www.google.com/maps/place/ADM+hospital/data=!4m7!3m6!1s0x390c7b86e2029ddd:0x3359c28664e9d8fb!8m2!3d28.9621667!4d77.7477969!16s%2Fg%2F11fp8xjz5m!19sChIJ3Z0C4oZ7DDkR-9jpZIbCWTM?authuser=0&hl=en&rclk=1,ADM hospital,5,Hospital,063950 34073,
https://www.google.com/maps/place/KAYA+KALP+HOSPITAL+MEERUT/data=!4m7!3m6!1s0x390c6308000a6c95:0x13d812ef5459006e!8m2!3d28.9418919!4d77.6685514!16s%2Fg%2F11t862htcn!19sChIJlWwKAAhjDDkRbgBZVO8S2BM?authuser=0&hl=en&rclk=1,KAYA KALP HOSPITAL MEERUT,4.6,Private hospital,084398 56790,
https://www.google.com/maps/place/Shri+Bhushan+Hospital/data=!4m7!3m6!1s0x390c7c90162199f3:0xa2307fe977de6cc5!8m2!3d28.9383308!4d77.7783665!16s%2Fg%2F11ssrhrp1n!19sChIJ85khFpB8DDkRxWzed-l_MKI?authuser=0&hl=en&rclk=1,Shri Bhushan Hospital,4,General hospital,089795 46366,
https://www.google.com/maps/place/AASHIRWAD+HOSPITAL/data=!4m7!3m6!1s0x390c657d96e083ad:0x73658071c420eab8!8m2!3d28.9718632!4d77.6830006!16s%2Fg%2F11h335sdhr!19sChIJrYPgln1lDDkRuOogxHGAZXM?authuser=0&hl=en&rclk=1,AASHIRWAD HOSPITAL,3.6,Hospital,,
https://www.google.com/maps/place/Shivay+Hospital/data=!4m7!3m6!1s0x390c645bcb9d09d1:0x8375739d53e6e9f8!8m2!3d28.9744652!4d77.6925951!16s%2Fg%2F11gfdyk9y0!19sChIJ0Qmdy1tkDDkR-OnmU51zdYM?authuser=0&hl=en&rclk=1,Shivay Hospital,3.9,Hospital,099973 81218,
